Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_20
2024-08-19 00:00:00-04:00,166.78045075406874,168.24851941393638,165.8716434429642,168.17860412597656,13100800,0.0,0.0,,168.17860412597656
2024-08-20 00:00:00-04:00,168.51817252397922,170.1859752405108,168.43827586682013,168.73788452148438,12622500,0.0,0.0,,168.23186892554872
2024-08-21 00:00:00-04:00,166.77047940864293,168.41830421303996,166.35103337186422,167.40963745117188,15269600,0.0,0.0,,168.15356116608427
2024-08-22 00:00:00-04:00,168.8177665150061,169.1972718281222,164.81304370816355,165.27244567871094,19123800,0.0,0.0,,167.87916921490586
2024-08-23 00:00:00-04:00,166.331051877878,167.72920530422462,165.44222250568706,167.2098846435547,14281600,0.0,0.0,,167.81542782715812
2024-08-26 00:00:00-04:00,167.93393882157235,169.1573345073221,166.10135968332352,167.709228515625,11990300,0.0,0.0,,167.8053136070121
2024-08-27 00:00:00-04:00,167.38964883109963,168.02380852993554,165.94155814982417,166.16127014160156,13718200,0.0,0.0,,167.64873803887775
2024-08-28 00:00:00-04:00,166.56073852142993,167.16993718375352,163.06533985796997,164.2837371826172,15208700,0.0,0.0,,167.32826176685293
2024-08-29 00:00:00-04:00,165.8416873616293,167.40963068119177,161.76904556427885,163.1851806640625,17133800,0.0,0.0,,166.93368261420622
2024-08-30 00:00:00-04:00,164.00411495386604,165.06271902254332,163.1951822311496,164.8929443359375,18498800,0.0,0.0,,166.73932658770443
2024-09-03 00:00:00-04:00,163.10030581497702,163.1652228030895,157.647476917013,158.4014892578125,26533100,0.0,0.0,,165.94524684200044
2024-09-04 00:00:00-04:00,157.8671900814768,160.1891305670248,157.2330303443478,157.6025390625,17410700,0.0,0.0,,165.1507032439528
2024-09-05 00:00:00-04:00,157.57258066989345,160.80332853771927,157.31292795269803,158.39151000976562,14139500,0.0,0.0,,164.5069705549826
2024-09-06 00:00:00-04:00,158.48138142526105,159.0106834443198,151.73525697575272,151.9300079345703,24999100,0.0,0.0,,163.3091645911338
2024-09-09 00:00:00-04:00,153.6300048828125,154.63999938964844,148.1999969482422,149.5399932861328,28057700,0.2,0.0,,161.99781494303846
2024-09-10 00:00:00-04:00,151.4499969482422,152.3000030517578,149.54299926757812,150.00999450683594,20401800,0.0,0.0,,160.85611775863822
2024-09-11 00:00:00-04:00,151.08999633789062,152.47999572753906,148.6999969482422,152.14999389648438,18991500,0.0,0.0,,160.02696310509975
2024-09-12 00:00:00-04:00,154.80999755859375,155.61000061035156,153.5,155.5399932861328,21024100,0.0,0.0,,159.59963264615052
2024-09-13 00:00:00-04:00,156.36199951171875,159.27499389648438,156.11000061035156,158.3699951171875,16733900,0.0,0.0,,159.4825243100588
2024-09-16 00:00:00-04:00,158.3300018310547,159.24000549316406,157.61000061035156,158.99000549316406,14157600,0.0,0.0,160.6983169555664,159.43561775606884
2024-09-17 00:00:00-04:00,160.08999633789062,161.58999633789062,159.41000366210938,160.27999877929688,12050500,0.0,0.0,160.30338668823242,159.51603499637628
2024-09-18 00:00:00-04:00,160.85000610351562,161.30999755859375,160.14999389648438,160.36819458007812,3346111,0.0,0.0,159.8849021911621,159.59719305196694
